t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.341059602649007;13540.552152215;0.000192886042372;0.003020655182451;202.641554219056;5.77792321838354;0.000198162680584;-5.65021699313847E-06
0.344370860927152;13540.4194774374;0.000192512463591;0.003020610305426;202.287274598216;5.90643582281795;0.000197816231409;-5.77588915491077E-06
0.347682119205298;13540.193710421;0.000192040342254;0.003020533940872;201.836434840311;6.04239375767219;0.000197375356312;-5.9088420871031E-06
0.350993377483444;13539.878828598;0.000191466514224;0.003020427435295;201.289521850219;6.19189769818024;0.000196840531435;-6.05504162511585E-06
0.354304635761589;13539.4814195484;0.00019078548981;0.003020293018403;200.647138253701;6.36360597467277;0.000196212346086;-6.22295472901691E-06
0.357615894039735;13539.0107442284;0.000189989391357;0.003020133824303;199.909991619848;6.56780548162757;0.000195491492195;-6.42264092777349E-06
0.360927152317881;13538.4777971015;0.000189068851267;0.003019953573394;199.078874059636;6.81454998249329;0.000194678744364;-6.66393177208942E-06
0.364238410596026;13537.8934240421;0.000188014812592;0.003019755935627;198.154639393516;7.11153218207359;0.000193774937543;-6.95434993918927E-06
0.367549668874172;13537.2661715756;0.000186820587604;0.003019543803035;197.138188200548;7.462670341094;0.000192780952406;-7.29772708666073E-06
0.370860927152318;13536.6008585416;0.000185483225319;0.003019318806757;196.030467740551;7.86810051663989;0.000191697715275;-7.69419626439419E-06
0.374172185430464;13535.8985682572;0.000184003519011;0.003019081314568;194.832485516887;8.32549983959474;0.000190526211387;-8.1414859443584E-06
0.377483443708609;13535.1579853565;0.000182384725443;0.003018830883155;193.545327784368;8.83194279376029;0.000189267502986;-8.63673527141377E-06
0.380794701986755;13534.3772705781;0.000180630767715;0.003018566892214;192.170172832365;9.38531162886083;0.00018792274232;-9.17787330274116E-06
0.384105960264901;13533.5554844612;0.000178744869017;0.003018289025879;190.708293849923;9.98472147459877;0.000186493174436;-9.76403472584039E-06
0.387417218543046;13532.6930153245;0.00017672913971;0.003017997417358;189.161053272441;10.6300997101441;0.000184980131657;-1.03951485249784E-05
0.390728476821192;13531.7911529826;0.000174584983132;0.00301769250471;187.5298945843;11.3214838818451;0.000183385025563;-1.10712514166373E-05
0.394039735099338;13530.8513784661;0.000172313774146;0.003017374790638;185.816336717585;12.0585574784173;0.000181709341513;-1.17920338852057E-05
0.397350993377483;13529.874894196;0.000169917307628;0.003017044683643;184.021972475934;12.840593491937;0.000179954637107;-1.2556784991412E-05
0.400662251655629;13528.8625659679;0.000167397852115;0.003016702478425;182.148469251803;13.6666515876471;0.000178122542883;-1.33645851841959E-05
0.403973509933775;13527.8151208395;0.000164757957699;0.003016348422796;180.197569593715;14.5357819430587;0.000176214762876;-1.42145056344673E-05
0.407284768211921;13526.7333515368;0.000162000257241;0.003015982786779;178.171090404948;15.4470991460315;0.00017423307383;-1.51056804998569E-05
0.410596026490066;13525.618189551;0.00015912739333;0.003015605887295;176.070921039083;16.3997426729154;0.00017217932334;-1.60372682763916E-05
0.413907284768212;13524.470663712;0.000156142055064;0.003015218074149;173.899021143598;17.3928107750105;0.000170055427741;-1.70083871462214E-05
0.417218543046358;13523.2918319186;0.000153047040595;0.003014819706939;171.657418794281;18.4253297111804;0.000167863370282;-1.80180848902697E-05
0.420529801324503;13522.0827485055;0.000149845285392;0.003014411144021;169.348208918459;19.4962628262898;0.000165605199589;-1.90653477660125E-05
0.423841059602649;13520.8444717447;0.000146539851823;0.003013992745038;166.973551744853;20.6045320086332;0.000163283028143;-2.01491214906488E-05
0.427152317880795;13519.5780837535;0.000143133906652;0.00301356487764;164.535671093449;21.7490290750842;0.000160899030612;-2.12683223746075E-05
0.43046357615894;13518.2847001685;0.000139630708238;0.003013127920742;162.036852498482;22.9286143498272;0.000158455442016;-2.2421835931694E-05
0.433774834437086;13516.9654668483;0.000136033606084;0.003012682263403;159.479441246504;24.142111355109;0.000155954555803;-2.36085116871879E-05
0.437086092715232;13515.6215526016;0.000132346044116;0.003012228302358;156.865840387268;25.388305003441;0.000153398721911;-2.48271614100066E-05
0.440397350993378;13514.2541453907;0.000128571560501;0.003011766440727;154.198508717701;26.6659439448745;0.000150790344791;-2.60765614080917E-05
0.443708609271523;13512.8644526626;0.000124713783382;0.003011297088121;151.479958713498;27.9737439480291;0.000148131881386;-2.73554558347148E-05
0.447019867549669;13511.4537026615;0.000120776425551;0.003010820661074;148.712754393112;29.3103899821206;0.000145425839045;-2.86625587244883E-05
0.450331125827815;13510.0231443752;0.00011676328032;0.003010337583024;145.899509117302;30.6745370207868;0.000142674773365;-2.99965547794177E-05
0.45364238410596;13508.5740461381;0.000112678218586;0.003009848283825;143.042883333922;32.0648107169739;0.000139881285994;-3.13561000288802E-05
0.456953642384106;13507.1076940509;0.000108525185965;0.003009353199211;140.1455822732;33.4798086619072;0.000137048022368;-3.27398230607609E-05
0.460264900662252;13505.6253909351;0.000104308199307;0.003008852770438;137.210353593092;34.9181021080462;0.000134177669416;-3.41463267063338E-05
0.463576158940397;13504.1284557011;0.000100031342709;0.003008347444061;134.239984973058;36.3782377260913;0.000131272953202;-3.55741897584281E-05
0.466887417218543;13502.6182226992;9.56987634438924E-05;0.003007837671707;131.237301656556;37.8587391857529;0.000128336636526;-3.70219685172612E-05
0.470198675496689;13501.0960408423;9.13146680088637E-05;0.00300732390978;128.205163944342;39.3581086423648;0.000125371516468;-3.84881982441959E-05
0.473509933774834;13499.5632725867;8.68833182241583E-05;0.003006806619105;125.14646464088;40.8748282846376;0.000122380421895;-3.99713946752825E-05
